하늘 님과 카카오톡 대화
저장한 날짜 : 2026년 8월 4일 오전 11:00

2025년 1월 6일 오후 3:04, 민서 : 아까 얘기한 거 정리해봤어
2025년 7월 7일 오후 1:49, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 7월 14일 오후 2:05, 민서 : 밥 먹었어?
2025년 7월 14일 오후 2:09, 민서 : 괜찮아 신경 쓰지 마
2025년 7월 14일 오후 2:44, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 7월 14일 오후 3:23, 민서 : 나 이제 자러 갈게
2025년 7월 14일 오후 3:26, 민서 : 방금 도착했어
메시지가 삭제되었습니다.
2025년 7월 14일 오후 3:28, 민서 : 넹
2025년 7월 14일 오후 3:40, 하늘 : 알겠어
2025년 7월 14일 오후 3:41, 하늘 : 밥 먹었어?
2025년 7월 14일 오후 3:45, 하늘 : 밥은 먹었어?
2025년 7월 14일 오후 3:51, 민서 : ㅎㅎ
2025년 7월 14일 오후 3:53, 민서 : 오늘 좀 힘들었어
2025년 7월 14일 오후 3:58, 민서 : ㅇㅇ
2025년 7월 14일 오후 4:26, 하늘 : 오늘 좀 힘들었어
2025년 7월 14일 오후 4:30, 하늘 : 그래
2025년 7월 20일 오전 10:03, 민서 : 조금만 기다려줘
2025년 7월 20일 오전 10:09, 민서 : 알겠어
2025년 7월 20일 오전 10:46, 하늘 : 무슨 일 있었어?
2025년 7월 20일 오전 10:53, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 7월 20일 오전 10:58, 민서 : 이모티콘
2025년 7월 20일 오전 11:24, 하늘 : 그래서 어떻게 됐어?
2025년 7월 20일 오전 11:29, 하늘 : 굿
2025년 7월 20일 오후 12:02, 민서 : 방금 도착했어
2025년 7월 27일 오후 4:01, 하늘 : 사진
2025년 7월 27일 오후 4:07, 하늘 : ㅋㅋ
2025년 7월 27일 오후 4:09, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 7월 27일 오후 4:17, 민서 : 나 이제 자러 갈게
2025년 7월 27일 오후 4:39, 하늘 : 이모티콘
2025년 7월 27일 오후 5:16, 민서 : 조금만 기다려줘
2025년 7월 27일 오후 5:20, 민서 : 이모티콘
2025년 8월 2일 오후 4:03, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 8월 2일 오후 4:10, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 8월 2일 오후 4:28, 민서 : 주말에 뭐 해?
2025년 8월 2일 오후 4:34, 민서 : 지금 뭐해
2025년 8월 2일 오후 5:12, 하늘 : 사진
2025년 8월 2일 오후 5:57, 민서 : ㅋㅋ
2025년 8월 3일 오전 7:59, 민서 : 그래
2025년 8월 3일 오전 8:40, 하늘 : 아 그래?
2025년 8월 3일 오전 8:45, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 8월 3일 오전 8:49, 하늘 : 지금 뭐해
2025년 8월 3일 오전 9:06, 민서 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 8월 3일 오전 9:19, 하늘 : ㅇㅋ
2025년 8월 3일 오전 9:47, 민서 : 내일 볼 수 있어?
2025년 8월 3일 오전 9:51, 민서 : 사진
2025년 8월 3일 오전 10:10, 하늘 : 괜찮아 신경 쓰지 마
2025년 8월 3일 오전 10:14, 하늘 : 주말에 뭐 해?
2025년 8월 16일 오전 9:03, 하늘 : 나 이제 자러 갈게
2025년 8월 16일 오전 9:07, 하늘 : 지금 뭐해
2025년 8월 16일 오전 9:13, 하늘 : 내일 볼 수 있어?
2025년 8월 16일 오전 9:38, 민서 : 내일 볼 수 있어?
2025년 8월 16일 오전 9:42, 민서 : 밥은 먹었어?
2025년 8월 16일 오전 9:46, 민서 : 주말에 뭐 해?
2025년 8월 22일 오후 7:05, 민서 : 내일 몇 시에 볼까
2025년 8월 22일 오후 7:35, 하늘 : 그래
2025년 8월 22일 오후 7:40, 하늘 : 오늘 어땠어?
2025년 8월 22일 오후 7:43, 하늘 : 아 그래?
2025년 8월 28일 오전 12:21, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 8월 28일 오전 12:25, 하늘 : 오늘 좀 힘들었어
2025년 8월 28일 오전 12:43, 민서 : 고마워 진짜
2025년 8월 28일 오전 12:44, 민서 : ㅎㅎ
2025년 9월 4일 오후 8:05, 민서 : 지금 시간 괜찮아?
2025년 9월 4일 오후 8:08, 민서 : 그래서 어떻게 됐어?
2025년 9월 4일 오후 8:38, 하늘 : 사진
2025년 9월 4일 오후 8:42, 하늘 : ㅎㅎ
2025년 9월 4일 오후 8:48, 하늘 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 9월 10일 오후 5:04, 하늘 : 조금만 기다려줘
2025년 9월 10일 오후 5:05, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 9월 10일 오후 5:32, 민서 : 조금만 기다려줘
2025년 9월 17일 오전 9:01, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 9월 17일 오전 9:37, 하늘 : ㅇㅋ
2025년 9월 18일 오전 7:20, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 9월 18일 오전 7:21, 민서 : 밥 먹었어?
2025년 9월 18일 오전 7:38, 하늘 : 그래서 어떻게 됐어?
2025년 9월 18일 오전 7:42, 하늘 : 그래
2025년 9월 30일 오후 2:02, 민서 : 무슨 일 있었어?
2025년 9월 30일 오후 2:35, 하늘 : 이모티콘
2025년 10월 6일 오후 9:06, 민서 : 괜찮아 신경 쓰지 마
2025년 10월 6일 오후 9:09, 민서 : ㅇㅋ
2025년 10월 6일 오후 9:10, 민서 : 밥은 먹었어?
2025년 10월 6일 오후 9:37, 하늘 : 아 그래?
2025년 10월 6일 오후 9:39, 하늘 : 밥 먹었어?
2025년 10월 13일 오후 5:06, 하늘 : ㅋㅋ
2025년 10월 13일 오후 5:12, 하늘 : 그래서 어떻게 됐어?
2025년 10월 13일 오후 5:52, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 10월 13일 오후 5:57, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 10월 19일 오후 5:03, 민서 : 사진
2025년 10월 19일 오후 5:07, 민서 : 이모티콘
2025년 10월 19일 오후 5:13, 민서 : 밥은 먹었어?
2025년 10월 19일 오후 5:51, 하늘 : 이모티콘
2025년 10월 19일 오후 5:53, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 10월 26일 오후 7:02, 하늘 : 굿
2025년 10월 26일 오후 7:07, 하늘 : 사진
2025년 10월 26일 오후 7:45, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 10월 26일 오후 7:46, 민서 : 지금 뭐해
2025년 10월 26일 오후 7:52, 민서 : 그래
2025년 11월 1일 오전 11:03, 민서 : 요즘 계속 잠이 안 와서 새벽에 깨는데 그러고 나면 하루가 통째로 힘들어
2025년 11월 1일 오전 11:34, 하늘 : 굿
2025년 11월 1일 오전 11:35, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 11월 1일 오전 11:39, 하늘 : ㅋㅋ
2025년 11월 8일 오전 12:41, 민서 : 주말에 뭐 해?
2025년 11월 8일 오전 12:46, 민서 : 주말에 뭐 해?
2025년 11월 8일 오전 12:50, 민서 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2025년 11월 8일 오전 12:53, 하늘 : 응
2025년 11월 14일 오후 9:06, 민서 : 밥 먹었어?
2025년 11월 14일 오후 9:25, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 11월 21일 오후 12:06, 하늘 : ㅋㅋ
2025년 11월 21일 오후 12:27, 민서 : 내일 볼 수 있어?
2025년 11월 21일 오후 12:30, 민서 : 사진
2025년 11월 21일 오후 12:36, 민서 : 그래
2025년 11월 27일 오전 11:01, 하늘 : 응
2025년 11월 27일 오전 11:02, 하늘 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2025년 11월 27일 오전 11:28, 민서 : 이모티콘
2025년 11월 27일 오전 11:34, 민서 : ㅇㅇ
2025년 12월 4일 오후 5:01, 민서 : 지금 시간 괜찮아?
2025년 12월 4일 오후 5:04, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 12월 4일 오후 5:06, 민서 : ㅇㅋ
2025년 12월 4일 오후 5:46, 하늘 : 응
2025년 12월 4일 오후 5:47, 하늘 : 응
2025년 12월 11일 오후 7:05, 민서 : 밥 먹었어?
2025년 12월 11일 오후 7:11, 민서 : ㅎㅎ
2025년 12월 11일 오후 7:22, 하늘 : 밥 먹었어?
2025년 12월 11일 오후 7:25, 하늘 : ㅇㅋ
2025년 12월 11일 오후 7:26, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2025년 12월 17일 오후 8:05, 하늘 : ㅇㅇ
2025년 12월 17일 오후 8:11, 하늘 : 이모티콘
2025년 12월 17일 오후 8:14, 하늘 : 조금만 기다려줘
2025년 12월 17일 오후 9:00, 민서 : ㅇㅋ
2025년 12월 17일 오후 9:02, 민서 : 응
2025년 12월 18일 오전 8:55, 하늘 : 나 이제 자러 갈게
2025년 12월 18일 오전 9:00, 하늘 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 12월 18일 오전 9:01, 하늘 : ㅇㅋ
2025년 12월 18일 오전 9:05, 민서 : 어제 그 카페 다시 가봤는데 자리가 없어서 그냥 편의점에서 커피 사왔어
2025년 12월 18일 오전 9:09, 민서 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2025년 12월 29일 오후 6:04, 민서 : 조금만 기다려줘
2025년 12월 29일 오후 6:07, 민서 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2025년 12월 29일 오후 6:12, 민서 : 응
2025년 12월 29일 오후 6:20, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2026년 1월 5일 오후 9:05, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2026년 1월 5일 오후 9:10, 하늘 : 알겠어
2026년 1월 5일 오후 9:43, 민서 : 이모티콘
2026년 1월 5일 오후 9:47, 민서 : 그 영화 봤는데 생각보다 별로였어 초반은 좋았는데 후반이 늘어지더라
2026년 1월 12일 오후 3:03, 하늘 : 밥 먹었어?
2026년 1월 12일 오후 3:08, 하늘 : 아침에 지하철이 멈춰서 한참 서 있었어 결국 택시 타고 갔는데 지각했어
2026년 1월 12일 오후 3:13, 하늘 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2026년 1월 12일 오후 3:19, 민서 : 오늘 어땠어?
2026년 1월 12일 오후 3:23, 민서 : 오늘 회의가 두 시간이나 늘어져서 점심을 세 시에 먹었어 진짜 배고팠어
2026년 1월 12일 오후 3:25, 민서 : 넹
2026년 1월 18일 오후 8:06, 민서 : 이모티콘
2026년 1월 18일 오후 8:47, 하늘 : 응
2026년 1월 18일 오후 8:48, 하늘 : 주말에 뭐 할지 정했어? 나는 그냥 집에서 쉬는 것도 괜찮을 것 같은데
2026년 1월 18일 오후 8:49, 하늘 : 나 이제 자러 갈게
2026년 1월 25일 오후 7:01, 민서 : 방금 도착했어
2026년 1월 25일 오후 7:07, 민서 : 주말에 뭐 해?
2026년 1월 25일 오후 7:31, 하늘 : 아까 말한 그거 생각해봤는데 아무래도 다음 주에 하는 게 나을 것 같아
2026년 1월 25일 오후 7:34, 하늘 : 이모티콘
